subject,log_rt,recalled_offer_count,game,option
104,1.3966528284607784,2,2,Small
104,0.172245968071044,3,2,Object
104,0.5071758466183305,3,2,Large
104,1.3243974146098163,3,2,Pattern
104,1.324529157444516,1,3,Object
104,-0.15517269464775815,0,3,Pattern
104,0.3754600071727885,2,3,Small
104,1.4077378698538001,1,3,Sea
104,1.6999388037641485,1,3,Large
104,0.25773220687499876,3,3,Solid
104,1.5720240013066842,2,3,Land
104,0.923095956896728,2,3,Animal
104,0.26630766523910004,3,4,Small
104,-0.6513156957858158,2,4,Large
104,-0.8420243876200579,3,4,Animal
104,1.570989401055302,2,4,Land
104,-0.9140599943381945,2,4,Solid
104,-0.3448107215556516,3,4,Sea
104,-0.17106860936891571,3,4,Pattern
104,-0.1271960746618714,2,4,Object
104,0.05291754813820486,2,5,Pattern
104,2.2383984699339754,2,5,Animal
104,-0.2744700699488502,3,5,Large
104,0.3820547959829184,3,5,Sea
104,0.06263730092957068,2,5,Small
104,1.248973571519394,2,5,Land
104,1.0501189594688842,3,5,Solid
104,0.2128977749156412,3,5,Object
104,1.0021745930406263,1,6,Solid
104,1.8870566186475397,1,6,Small
104,1.355477304046447,2,6,Object
104,1.4034021638341756,3,6,Sea
104,0.5465854509650399,2,6,Animal
104,0.6546853974998965,3,6,Large
104,-0.4973104910002665,3,6,Pattern
104,2.439372965031714,1,6,Land
104,2.275126705036063,3,7,Object
104,1.0424688009031675,3,7,Small
104,0.41340478330745706,3,7,Large
104,2.418864925363725,3,7,Sea
104,1.8336700443054184,3,7,Solid
104,1.8549864861940792,3,7,Animal
104,1.7064386927349269,3,7,Pattern
104,2.2444349095673,3,7,Land
105,1.848657718923223,2,1,Large
105,1.3346774617457287,1,1,Object
105,0.10763344277039998,2,1,Sea
105,1.4239698204181372,1,1,Land
105,1.6697402940969897,0,1,Solid
105,1.0365054014051633,3,1,Pattern
105,0.8634016912546802,2,1,Animal
105,1.1089779349174804,1,1,Small
105,1.3986919425299515,3,2,Large
105,1.4802864851667907,1,2,Solid
105,-0.5821403851763279,2,2,Pattern
105,1.1466761840909871,2,2,Animal
105,0.1948096096416774,0,2,Small
105,-0.2395529737530743,0,2,Sea
105,-0.18303746221419068,3,2,Land
105,-0.21497662658542316,1,2,Object
105,0.5206408216810302,1,3,Animal
105,0.7794285223155147,0,3,Pattern
105,0.41134142006727187,2,3,Solid
105,0.9213596794150729,0,3,Small
105,-0.22592454973686588,0,3,Land
105,0.46647234906878715,2,3,Sea
105,0.3733174774182979,1,3,Object
105,0.09913829772179308,2,3,Large
105,1.111435592527827,1,4,Sea
105,1.0026085408555907,0,4,Solid
105,1.0258300741682156,0,4,Small
105,0.5280692684624089,1,4,Object
105,-1.0077545061254234,2,4,Large
105,-0.5623847430268692,2,4,Pattern
105,0.8397684961694084,1,4,Land
105,1.353190293084873,1,4,Animal
105,0.9679228853905276,1,5,Pattern
105,1.3212107581293775,0,5,Animal
105,1.6874687130245822,1,5,Sea
105,1.847817877818093,2,5,Object
105,1.009070546463972,1,5,Land
105,0.8160932908000661,1,5,Large
105,-0.02566756969020219,1,5,Solid
105,0.6052429501677005,1,5,Small
105,0.817534011514821,2,6,Solid
105,1.5661394861649964,1,6,Small
105,0.7625067573816158,2,6,Object
105,-0.2773070792890286,1,6,Sea
105,0.3769493429186338,0,6,Animal
105,0.8973857873913899,0,6,Pattern
105,0.1895184097351948,1,6,Land
105,0.14584600559023317,1,6,Large
105,0.8820271488644061,2,7,Pattern
105,-0.20177780802521653,1,7,Animal
105,0.4385836136793595,1,7,Object
105,1.267600195565348,0,7,Solid
105,0.6102535410992245,2,7,Small
105,0.6489474174927284,2,7,Land
105,1.4429694977303726,0,7,Large
105,-0.37365937769113716,0,7,Sea
106,1.0415211811492402,3,1,Animal
106,-0.4650331370324946,3,1,Solid
106,2.0090277001997725,2,1,Object
106,-1.4890964854577338,2,1,Small
106,-0.8469913950457492,3,1,Sea
106,-1.2385955920467178,3,1,Large
106,-2.009469369334602,2,1,Pattern
106,0.7016549287669637,2,1,Land
106,1.3101044474752905,3,2,Solid
106,0.7049398316021507,3,2,Object
106,-0.6571640758234447,3,2,Small
106,-0.7945848451677975,3,2,Large
106,0.7587935253197916,3,2,Pattern
106,1.0194702157251723,3,2,Sea
106,0.8042153888369201,3,2,Land
106,0.7199912166476471,3,2,Animal
106,2.702575830105689,3,3,Large
106,1.4951256715934063,2,3,Small
106,0.47317866160614297,2,3,Land
106,1.7675716705716331,3,3,Solid
106,1.9463173696967764,3,3,Sea
106,1.6178305703492069,3,3,Object
106,-1.2439527057416102,2,3,Pattern
106,2.4435996382734353,2,3,Animal
106,2.0848802873480916,3,4,Object
106,2.089487819911118,2,4,Animal
106,-0.1575540688535345,3,4,Pattern
106,0.9336892299901821,3,4,Large
106,0.4847302310755216,2,4,Land
106,1.52122631547675,2,4,Solid
106,1.1139937051393893,3,4,Sea
106,1.3080908871384997,2,4,Small
106,3.2375570115077985,3,5,Land
106,1.6341340697909144,3,5,Small
106,0.9401284753503518,2,5,Pattern
106,0.8288100811569163,2,5,Animal
106,0.8945302302353842,2,5,Large
106,1.3232408589071785,3,5,Object
106,1.4492498136187948,3,5,Solid
106,0.004163985612381576,2,5,Sea
106,2.439207241806731,2,6,Land
106,1.1174601439820966,2,6,Animal
106,2.0596301853279857,3,6,Object
106,2.318277060934482,3,6,Sea
106,0.22713397894855517,3,6,Large
106,1.5785403356961656,2,6,Small
106,-0.7158882250058364,2,6,Pattern
106,0.40916204338183065,3,6,Solid
106,2.1110164534047025,3,7,Solid
106,-0.3569648673315569,3,7,Large
106,1.7672308297815602,3,7,Animal
106,0.9654450041936388,3,7,Land
106,0.03452887462047636,3,7,Object
106,0.43350441794861616,3,7,Pattern
106,-0.25888709963181755,3,7,Sea
106,0.8602314840214268,3,7,Small
107,3.2418666992765046,2,1,Small
107,1.9901933637292468,2,1,Sea
107,2.7763225968360135,2,1,Object
107,1.0139028362147708,3,1,Large
107,1.8310811120754584,2,1,Solid
107,0.8778911135023579,3,1,Land
107,2.5219761190258314,3,1,Animal
107,1.0844376062092007,3,1,Pattern
107,2.740897242739647,2,2,Large
107,2.9737837319333087,2,2,Solid
107,1.9790444919286498,3,2,Small
107,1.9062969040714293,2,2,Sea
107,2.09975841577756,3,2,Animal
107,2.4534477159428545,3,2,Land
107,1.6261217598208713,3,2,Pattern
107,2.00691322590192,2,2,Object
107,2.8742087494444672,3,3,Animal
107,1.204681952832378,3,3,Large
107,1.8318848477161926,2,3,Small
107,2.9681664492371134,2,3,Object
107,2.7229231539020793,3,3,Land
107,1.4538519629046027,3,3,Solid
107,2.344774560125329,2,3,Pattern
107,1.3693505493085922,2,3,Sea
107,1.755298711607012,1,4,Object
107,2.4849218545029688,1,4,Pattern
107,2.777197455443833,2,4,Solid
107,2.3052506954272274,2,4,Animal
107,1.8049085153831206,1,4,Small
107,1.9999141296062066,2,4,Land
107,0.20839877955160352,2,4,Large
107,2.3703041407717294,1,4,Sea
107,1.6383494258128422,1,5,Land
107,-0.5832311563715085,2,5,Small
107,2.6229590248000227,3,5,Solid
107,1.4143488061456877,3,5,Sea
107,1.0846771720181858,2,5,Large
107,-1.1411974239591653,2,5,Animal
107,-0.35414683223009163,2,5,Object
107,1.0230252530227282,1,5,Pattern
107,2.902895344996377,1,6,Object
107,1.4722557112458938,1,6,Pattern
107,-0.17020846671181472,2,6,Small
107,1.1506743432272144,2,6,Animal
107,0.8808957034329753,1,6,Large
107,2.3511014894969144,2,6,Solid
107,-1.0237714352675682,1,6,Sea
107,1.177497711565961,2,6,Land
107,0.25032996188100465,3,7,Animal
107,1.761340280880934,2,7,Solid
107,1.5873523622470058,2,7,Object
107,1.6892341975074772,3,7,Pattern
107,2.015911939277274,3,7,Land
107,1.6519198004387496,2,7,Sea
107,1.7264331785055298,3,7,Large
107,1.0497860363375646,2,7,Small
108,1.426168366363819,3,1,Solid
108,3.4410099014910034,2,1,Small
108,2.437196395050644,3,1,Animal
108,2.17093575198259,3,1,Sea
108,2.999170356569258,3,1,Large
108,0.7353425717082805,2,1,Pattern
108,1.9393142474024068,2,1,Object
108,2.087459798981098,2,1,Land
108,3.676122067350919,2,2,Pattern
108,3.201638882014785,2,2,Sea
108,2.0951516814157713,3,2,Land
108,3.1506586042753297,3,2,Solid
108,2.662407659658721,2,2,Large
108,1.4416787573991896,3,2,Animal
108,0.44047201394582985,2,2,Object
108,1.1112280275441948,3,2,Small
108,3.0186111305269505,3,3,Land
108,2.7782500805345345,3,3,Pattern
108,1.6079620488816644,3,3,Animal
108,2.411589606276613,3,3,Object
108,2.3584062711729312,3,3,Sea
108,2.578071344764092,3,3,Large
108,2.5975851640322367,3,3,Small
108,2.8658496849717894,3,3,Solid
108,2.9953461469677167,3,4,Large
108,2.351040431206829,3,4,Small
108,3.0782012757582446,3,4,Land
108,2.1793644518064443,3,4,Object
108,2.887678119414618,3,4,Solid
108,2.100092313119798,3,4,Animal
108,2.8315226435711103,3,4,Sea
108,1.8383855540979177,3,4,Pattern
108,3.963899856438133,2,5,Small
108,2.503179032101432,2,5,Animal
108,2.615547285249095,2,5,Sea
108,2.868449683120404,3,5,Pattern
108,2.4004144946261476,3,5,Land
108,3.1043356155635697,3,5,Large
108,1.9138666545474323,3,5,Object
108,2.3066744534592636,2,5,Solid
108,3.424172400780629,3,6,Small
108,2.014041571877241,2,6,Pattern
108,2.3327425590089295,3,6,Solid
108,1.6743264739257702,3,6,Animal
108,2.0606413527912673,2,6,Sea
108,2.3812835668741763,3,6,Land
108,1.4351871390661708,2,6,Large
108,1.8563111282431572,2,6,Object
108,3.7367707124113902,3,7,Pattern
108,1.8347009094041673,0,7,Large
108,2.50457536289613,3,7,Small
108,3.1728954533095304,1,7,Object
108,0.8192051439146681,2,7,Land
108,1.8285207301197783,2,7,Animal
108,1.597347222126358,0,7,Solid
108,2.459414852304088,1,7,Sea
109,1.9719940755502634,2,1,Large
109,1.1200930140302992,3,1,Small
109,2.6600791742224867,3,1,Sea
109,2.089252052605684,2,1,Land
109,1.3359212463930916,2,1,Animal
109,2.5433638885236403,3,1,Solid
109,0.6682764306036978,3,1,Object
109,2.0072671803874584,2,1,Pattern
109,1.4551486438345735,1,2,Object
109,1.3677611881981064,1,2,Small
109,0.2856337568370778,2,2,Large
109,1.4173111715499116,1,2,Land
109,0.33047739846711066,2,2,Animal
109,2.3766017806248474,2,2,Solid
109,-1.1745859426776128,2,2,Sea
109,2.721718940133809,1,2,Pattern
109,0.9831446488029545,2,3,Object
109,-1.795749170999501,2,3,Sea
109,1.1956785771357301,1,3,Animal
109,0.42791042735279494,2,3,Small
109,1.1806753003118309,1,3,Land
109,0.8269619264411123,1,3,Large
109,2.164233616700565,1,3,Pattern
109,1.389872285965044,2,3,Solid
109,1.2613459692435154,2,4,Large
109,0.9970993463945256,2,4,Object
109,1.4209262564473752,3,4,Small
109,-4.02108480688196,2,4,Pattern
109,-1.0687165274882409,3,4,Animal
109,0.8219914439584987,3,4,Sea
109,0.39855805926490584,3,4,Solid
109,-0.1272267373720186,2,4,Land
109,-0.3933602312095584,2,5,Large
109,-1.8882466895686483,1,5,Land
109,-0.7567195915487208,2,5,Solid
109,-0.8971741046869627,3,5,Sea
109,-0.14796597684454496,2,5,Animal
109,-0.5681767775260255,2,5,Small
109,-1.0041970566290428,2,5,Pattern
109,1.1407698709004703,2,5,Object
109,0.1837949840896744,3,6,Small
109,0.017323740664789523,3,6,Animal
109,-0.8930771589034874,3,6,Large
109,-1.0317255512450565,3,6,Solid
109,-0.02368448522333639,3,6,Sea
109,-1.080954975684192,3,6,Pattern
109,-0.9259999012851248,3,6,Land
109,-0.7585391324090089,3,6,Object
109,0.4119657934740853,3,7,Small
109,-0.9916788981053192,3,7,Large
109,0.2068070008537707,3,7,Land
109,-0.3963793830461538,3,7,Object
109,0.42938997368646753,3,7,Sea
109,-0.19843549243800182,3,7,Pattern
109,1.0645323448768136,3,7,Solid
109,-0.2645513840399038,3,7,Animal
110,2.980492200088937,3,1,Animal
110,2.4281743583814612,3,1,Small
110,2.43353895211305,3,1,Sea
110,2.485013824546381,3,1,Large
110,3.2686094327691544,3,1,Object
110,1.9304062671607884,3,1,Solid
110,1.5728654348579683,3,1,Pattern
110,2.033575864906944,3,1,Land
110,3.239367990535924,3,2,Large
110,3.2944578615782256,3,2,Object
110,3.485040950471633,2,2,Small
110,4.109984652005356,2,2,Pattern
110,2.2888570641292634,2,2,Animal
110,2.8019036941510476,2,2,Land
110,2.331862767474301,3,2,Solid
110,1.8228682831628948,3,2,Sea
110,2.4068178441760035,3,3,Sea
110,1.2119858515209239,2,3,Solid
110,3.7863417199275307,3,3,Large
110,0.6477523768687236,2,3,Animal
110,2.3240886992742493,2,3,Land
110,2.354430126018722,2,3,Small
110,3.170902144270928,3,3,Pattern
110,1.184770476471516,3,3,Object
110,3.5108288911271965,3,4,Large
110,2.1381844382866073,3,4,Small
110,2.103581476205616,3,4,Object
110,2.0772615944531525,3,4,Animal
110,1.3587518153626392,3,4,Pattern
110,2.837783858791927,3,4,Land
110,1.7551371722633964,3,4,Sea
110,2.879964951893497,3,4,Solid
110,3.177357532446216,2,5,Small
110,2.7445215426176155,2,5,Solid
110,3.2282950642226886,2,5,Land
110,0.781328735633434,2,5,Large
110,-0.9532148410074432,2,5,Pattern
110,0.16790022076631217,3,5,Animal
110,0.7834683258158246,2,5,Sea
110,2.5978146830177664,1,5,Object
110,3.235664622627592,3,6,Sea
110,1.7406365550746263,3,6,Small
110,2.206825750319277,2,6,Land
110,2.4542725021708915,3,6,Solid
110,1.7177880422286154,2,6,Large
110,2.540690209803999,2,6,Pattern
110,1.245914763550207,2,6,Animal
110,2.2722224229188903,3,6,Object
110,2.2218694471069966,3,7,Large
110,1.7020154528933797,3,7,Land
110,1.632915429433884,2,7,Object
110,2.6867860774794,3,7,Solid
110,2.364298968424256,2,7,Small
110,1.7959724018482728,2,7,Sea
110,2.184413977327695,2,7,Pattern
110,1.16972854303904,3,7,Animal
111,2.5945176630268416,2,1,Large
111,0.8237300403884005,2,1,Sea
111,0.7334895201147006,1,1,Pattern
111,1.9279183341055701,1,1,Animal
111,-0.30010834869088376,2,1,Object
111,0.9647822799998214,1,1,Small
111,0.31829259696107576,1,1,Land
111,0.7555979378542291,2,1,Solid
111,1.4191322473056682,2,2,Object
111,0.6394147076445278,2,2,Land
111,-2.204443319754506,3,2,Animal
111,1.578126744199297,2,2,Large
111,1.137013061074691,2,2,Solid
111,-2.317568875653655,3,2,Pattern
111,0.5749948501408197,3,2,Sea
111,1.0174570491532164,3,2,Small
111,1.351229827432521,2,3,Animal
111,0.5588507334374907,2,3,Solid
111,1.7407660933315283,3,3,Large
111,0.9215080645229399,3,3,Pattern
111,-0.6910604425920281,2,3,Small
111,1.1788576040618959,3,3,Sea
111,1.8164850419964118,2,3,Land
111,2.028776180577658,3,3,Object
111,1.4134079837647815,3,4,Small
111,1.2601628904573532,2,4,Animal
111,-0.34761497871659586,3,4,Land
111,0.6740729391474921,3,4,Object
111,-0.4929510520562781,2,4,Sea
111,0.3204391528938064,2,4,Pattern
111,0.6065742756096891,2,4,Large
111,-0.5763213435162631,3,4,Solid
111,1.6980441710874656,2,5,Solid
111,1.5196953272897038,0,5,Large
111,1.3806058894938706,1,5,Pattern
111,1.243154778771607,1,5,Object
111,-1.3532931092366691,3,5,Sea
111,-0.8130732608996739,2,5,Animal
111,0.16651397395872833,3,5,Small
111,1.1577235699010338,0,5,Land
111,1.881429435780653,3,6,Solid
111,-0.02456979725313584,3,6,Land
111,-0.5319369069836477,3,6,Sea
111,-1.5058450832451018,3,6,Pattern
111,-0.3487251395881771,3,6,Object
111,1.819353424393302,3,6,Animal
111,0.26628020879495795,3,6,Small
111,1.729838356736954,3,6,Large
111,0.9019355711685685,2,7,Land
111,0.3204517337703921,1,7,Large
111,2.116786262476355,0,7,Animal
111,-0.12906727630046533,1,7,Sea
111,-0.1623434058275039,2,7,Solid
111,0.3158997755097834,1,7,Pattern
111,-0.41637218714260815,2,7,Small
111,-0.1528267857255983,3,7,Object
113,2.806080891564441,1,1,Pattern
113,1.5069413840843382,2,1,Animal
113,1.490196201001277,0,1,Object
113,0.0676719268652313,1,1,Large
113,1.968773429800968,1,1,Sea
113,1.124086736659186,1,1,Solid
113,0.7172110184446605,1,1,Land
113,1.4497836405888418,1,1,Small
113,1.88670962210761,1,2,Sea
113,2.0617607155143296,2,2,Solid
113,0.6694064831325962,1,2,Object
113,0.3768468167807823,2,2,Large
113,1.8107102359303238,2,2,Animal
113,1.3090073893869618,2,2,Land
113,-0.4995211492329726,1,2,Small
113,1.9966359443913662,1,2,Pattern
113,1.5655451487419687,2,3,Small
113,0.4804349706455665,2,3,Sea
113,1.8686678984860408,2,3,Solid
113,0.3280263734164605,2,3,Animal
113,2.3394023873646383,2,3,Pattern
113,2.6925642802696172,2,3,Object
113,0.032850950031812355,2,3,Land
113,1.5470619756175903,2,3,Large
113,2.449250895219631,0,4,Small
113,0.17637834084325885,1,4,Animal
113,1.4699058470307265,1,4,Large
113,1.7318827391685836,0,4,Pattern
113,2.0482564264544596,0,4,Object
113,2.24604038499119,0,4,Land
113,1.0029701675133202,1,4,Solid
113,-1.077100217405269,1,4,Sea
113,1.9264420115187257,1,5,Large
113,1.261806653422227,1,5,Sea
113,0.30851333665233394,1,5,Pattern
113,0.4090484575894643,1,5,Small
113,1.2500983380931432,1,5,Land
113,1.2003915244155623,1,5,Solid
113,2.0594013159354,1,5,Object
113,-0.07295571317921953,1,5,Animal
113,0.9498301929863515,2,6,Object
113,1.9701428011034339,1,6,Land
113,-0.012816995925130524,1,6,Small
113,2.185832357612492,2,6,Solid
113,0.0416420179458055,2,6,Sea
113,1.6258859733668247,2,6,Large
113,1.9789372996656833,1,6,Pattern
113,1.2480142945212265,1,6,Animal
113,1.8280473200395322,2,7,Large
113,2.4639932272109077,1,7,Object
113,-0.07206857912745375,2,7,Animal
113,-0.8630596480828767,2,7,Solid
113,2.068827110509368,2,7,Sea
113,0.24836080680943676,1,7,Land
113,-4.291534077298087,1,7,Small
113,-0.478435814705253,1,7,Pattern
114,3.5165400717253927,3,1,Solid
114,2.104920628452578,3,1,Object
114,2.4400254512752704,3,1,Land
114,2.5005507273896983,3,1,Pattern
114,2.3539392055336616,3,1,Animal
114,2.7832506939049675,3,1,Large
114,1.6955507824130014,3,1,Sea
114,1.886444946365326,3,1,Small
114,1.9213105873427239,3,2,Sea
114,3.4357190614808615,3,2,Large
114,3.3273351218394094,3,2,Animal
114,1.784066432730517,3,2,Land
114,2.275270746259656,3,2,Pattern
114,1.4614321362096196,3,2,Solid
114,2.3231839922278055,3,2,Small
114,1.7262552374948819,3,2,Object
114,2.9029464199567747,3,3,Small
114,2.3124190474302146,3,3,Object
114,2.2456351103759924,3,3,Large
114,2.3522673670585443,3,3,Animal
114,1.3318334674840193,3,3,Sea
114,2.571402201335011,3,3,Solid
114,1.7043657918981505,3,3,Land
114,2.013332649268075,3,3,Pattern
114,2.3527618985025818,3,4,Object
114,3.0165283614518934,3,4,Large
114,1.9215958666714898,3,4,Solid
114,2.179044982774412,3,4,Sea
114,2.8222489393466677,3,4,Land
114,2.4876361262387543,3,4,Animal
114,2.318462071566489,3,4,Pattern
114,2.0694963928460055,3,4,Small
114,2.564743951755074,3,5,Pattern
114,2.571311043706376,3,5,Object
114,1.9490691541347838,3,5,Large
114,1.8371809631440303,3,5,Animal
114,2.4158101903411917,3,5,Sea
114,2.120016805767417,3,5,Land
114,2.457230022081116,3,5,Solid
114,1.9906215813203985,3,5,Small
114,2.0925051678517144,3,6,Small
114,2.3542483243651344,3,6,Solid
114,1.4319419636584263,3,6,Sea
114,1.1410812328822224,3,6,Animal
114,1.5730468766607542,3,6,Land
114,1.395099451027794,3,6,Large
114,1.357278731018449,3,6,Pattern
114,1.6694727211335687,3,6,Object
114,2.1312889325344075,3,7,Pattern
114,2.462906139750671,3,7,Large
114,2.554524394969289,3,7,Sea
114,2.2752629571710092,3,7,Small
114,2.1287609060752177,3,7,Solid
114,1.8274538265200242,3,7,Animal
114,1.5525395530192205,3,7,Object
114,1.8118558306397292,3,7,Land
115,3.2467033056244983,2,1,Solid
115,3.3713970535619353,2,1,Large
115,2.5633210131978976,1,1,Pattern
115,1.6706007500426119,1,1,Small
115,3.1800587531900635,2,1,Land
115,1.7555931638966717,2,1,Object
115,1.8446369830792826,1,1,Animal
115,1.9732561257424344,1,1,Sea
115,3.032333135580979,1,2,Sea
115,3.0507121545543097,2,2,Pattern
115,1.816303486878592,2,2,Land
115,2.552034439619234,2,2,Large
115,2.400884161524734,1,2,Small
115,1.8949356760174942,1,2,Object
115,1.7848436726404961,2,2,Animal
115,2.653836919629484,1,2,Solid
115,2.748809209641724,3,3,Pattern
115,3.396361186667564,2,3,Object
115,1.9916159413002312,1,3,Solid
115,0.5555493884705721,2,3,Animal
115,1.9866000148933263,1,3,Small
115,1.4670291947667622,2,3,Land
115,0.9875143115049728,3,3,Large
115,-0.007175725100625433,2,3,Sea
115,2.2863459023844896,2,4,Large
115,0.5883092594048172,2,4,Pattern
115,3.1441266245942114,1,4,Land
115,2.5048472271333506,3,4,Sea
115,1.8273173123780984,2,4,Animal
115,1.232984308876935,2,4,Object
115,0.5567722970559614,2,4,Solid
115,1.45279778650634,2,4,Small
115,2.181876196795328,2,5,Small
115,1.6627267833705055,2,5,Object
115,2.84180051075068,2,5,Sea
115,0.8555650392941888,3,5,Land
115,1.9311877085417641,2,5,Solid
115,0.5359202039230362,3,5,Large
115,1.1096917125709895,3,5,Pattern
115,1.4648462946988219,3,5,Animal
115,0.49993450547846424,1,6,Animal
115,1.8369273666076675,1,6,Small
115,0.004792662739771642,1,6,Solid
115,0.4347937595865218,1,6,Sea
115,0.14024573832996115,2,6,Large
115,1.2180622305699635,2,6,Land
115,0.1232165062724081,2,6,Pattern
115,-0.137343506684436,2,6,Object
115,2.497597710515624,3,7,Object
115,1.6009466299250348,3,7,Animal
115,3.014825345697618,3,7,Large
115,1.0677996393519014,3,7,Small
115,1.693800767071948,3,7,Sea
115,1.9703518416727697,3,7,Pattern
115,3.0184894717554624,3,7,Solid
115,1.8311274271450106,3,7,Land
116,3.5948029905626253,2,1,Small
116,1.8486476026551237,2,1,Object
116,4.113490160682155,3,1,Sea
116,3.287215029861203,3,1,Large
116,3.821717773277652,2,1,Pattern
116,1.5206983247012538,3,1,Animal
116,2.4277226069371864,2,1,Land
116,0.6150513057150234,3,1,Solid
116,1.9562777668150961,3,2,Sea
116,2.525665972344511,3,2,Object
116,3.4565425833428143,2,2,Small
116,3.3951423326308987,3,2,Large
116,2.6574284034502162,3,2,Pattern
116,2.3676145873341343,2,2,Land
116,3.4403591641379148,2,2,Animal
116,2.461808570140179,2,2,Solid
116,3.6100476297623696,2,3,Solid
116,2.3467852112770706,3,3,Pattern
116,2.551591436980975,3,3,Large
116,3.2594214099890246,2,3,Object
116,1.5612285332538287,3,3,Sea
116,2.644886071380091,3,3,Animal
116,2.80909514554169,2,3,Land
116,2.571047128823451,2,3,Small
116,3.6411609981074675,1,4,Object
116,2.397245137232433,3,4,Animal
116,3.973333949317442,2,4,Small
