subject_id,game,trial_number,option,choice,correct,rt,image,reward,relevance,fixation_duration,fixation_count
101,5,34,Sea,1.0,1.0,8.802479250007309,Animal_Sea_Solid_Large,-5.0,1,1369.0,1
101,5,34,Sea,1.0,1.0,8.802479250007309,Object_Land_Solid_Small,-5.0,0,239.0,2
101,5,34,Sea,1.0,1.0,8.802479250007309,Object_Sea_Pattern_Large,-3.0,1,231.0,3
101,5,34,Sea,1.0,1.0,8.802479250007309,Animal_Land_Solid_Large,9.0,0,198.0,4
101,5,34,Sea,1.0,1.0,8.802479250007309,Object_Sea_Pattern_Small,9.0,1,1390.0,5
101,5,34,Sea,1.0,1.0,8.802479250007309,Animal_Land_Solid_Large,9.0,0,96.0,6
101,5,34,Sea,1.0,1.0,8.802479250007309,Animal_Sea_Solid_Large,-5.0,1,191.0,7
101,5,34,Sea,1.0,1.0,8.802479250007309,Animal_Land_Pattern_Small,-7.0,0,306.0,8
101,5,34,Sea,1.0,1.0,8.802479250007309,Object_Land_Solid_Small,-5.0,0,600.0,9
101,5,34,Sea,1.0,1.0,8.802479250007309,Animal_Land_Solid_Large,9.0,0,206.0,10
101,5,35,Large,1.0,1.0,11.9978993749246,Animal_Land_Solid_Large,9.0,1,863.0,1
101,5,35,Large,1.0,1.0,11.9978993749246,Animal_Sea_Solid_Large,-5.0,1,32.0,2
101,5,35,Large,1.0,1.0,11.9978993749246,Object_Sea_Pattern_Small,9.0,0,134.0,3
101,5,35,Large,1.0,1.0,11.9978993749246,Object_Sea_Pattern_Large,-3.0,1,296.0,4
101,5,35,Large,1.0,1.0,11.9978993749246,Object_Land_Solid_Small,-5.0,0,199.0,5
101,5,35,Large,1.0,1.0,11.9978993749246,Animal_Sea_Solid_Large,-5.0,1,65.0,6
101,5,35,Large,1.0,1.0,11.9978993749246,Animal_Land_Pattern_Small,-7.0,0,192.0,7
101,5,35,Large,1.0,1.0,11.9978993749246,Animal_Sea_Solid_Large,-5.0,1,32.0,8
101,5,35,Large,1.0,1.0,11.9978993749246,Animal_Land_Pattern_Small,-7.0,0,530.0,9
101,5,35,Large,1.0,1.0,11.9978993749246,Animal_Sea_Solid_Large,-5.0,1,582.0,10
101,5,35,Large,1.0,1.0,11.9978993749246,Animal_Land_Pattern_Small,-7.0,0,1434.0,11
101,5,35,Large,1.0,1.0,11.9978993749246,Object_Sea_Pattern_Small,9.0,0,967.0,12
101,5,36,Pattern,1.0,0.0,7.186649541021325,Object_Sea_Pattern_Large,-3.0,1,255.0,1
101,5,36,Pattern,1.0,0.0,7.186649541021325,Animal_Sea_Solid_Large,-5.0,0,53.0,2
101,5,36,Pattern,1.0,0.0,7.186649541021325,Animal_Land_Pattern_Small,-7.0,1,156.0,3
101,5,36,Pattern,1.0,0.0,7.186649541021325,Object_Sea_Pattern_Small,9.0,1,552.0,4
101,5,36,Pattern,1.0,0.0,7.186649541021325,Animal_Sea_Solid_Large,-5.0,0,29.0,5
101,5,36,Pattern,1.0,0.0,7.186649541021325,Animal_Land_Pattern_Small,-7.0,1,108.0,6
101,5,36,Pattern,1.0,0.0,7.186649541021325,Object_Sea_Pattern_Small,9.0,1,222.0,7
