thisRow.t,notes,phase,event,onset,offset,trial_number,game,image,outcome,choice,correct,rt,letter,match,response,option,true_value,true_position,recalled_position,
,,memory,spatial_recall,456.7099149165442,462.3473415415501,6,1,Object_Sea_Pattern_Large,,,1,5.63397283339873,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,463.42150745820254,466.54776433319785,6,1,Animal_Sea_Solid_Large,,,1,3.1242218333063647,,,,,,"[0, -380]","[0, -380]",
,,memory,spatial_recall,468.3719024582533,471.3487069165567,6,1,Object_Sea_Solid_Large,,,1,2.9730852500069886,,,,,,"[329, -190]","[329, -190]",
,,memory,spatial_recall,473.17120345821604,474.6994578331942,6,1,Object_Land_Pattern_Small,,,1,1.5246337915305048,,,,,,"[329, 189]","[329, 189]",
,,memory,spatial_recall,476.77119308314286,479.09721862489823,6,1,Animal_Land_Solid_Small,,,1,2.3225997500121593,,,,,,"[-329, -190]","[-329, -190]",
,,memory,spatial_recall,480.17126895824913,481.812085708254,6,1,Animal_Land_Pattern_Small,,,1,1.6388712082989514,,,,,,"[-329, 190]","[-329, 190]",
,,encoding,fixation,13.208703499985859,13.711904791533016,7,2,Animal_Sea_Solid_Small,9,,,,,,,,,,,
,,encoding,image,13.712000041618012,14.721418708213605,7,2,Animal_Sea_Solid_Small,9,,,,,,,,,,,
,,encoding,value,14.721533833188005,20.73131183325313,7,2,Animal_Sea_Solid_Small,9,,,,,,,,,,,
,,encoding,attention,20.73143491661176,23.745033166604117,7,2,Animal_Sea_Solid_Small,9,+9,1,1.6020523749757558,,,,,,,,
,,encoding,fixation,23.745165125001222,24.49891874997411,8,2,Object_Sea_Solid_Small,9,,,,,,,,,,,
,,encoding,image,24.49901654163841,25.506926083238795,8,2,Object_Sea_Solid_Small,9,,,,,,,,,,,
,,encoding,value,25.507039458258078,31.51515449990984,8,2,Object_Sea_Solid_Small,9,,,,,,,,,,,
,,encoding,attention,31.515253874938935,34.52892199996859,8,2,Object_Sea_Solid_Small,9,+9,1,1.7849596249870956,,,,,,,,
,,encoding,fixation,34.52904758322984,35.282737833214924,9,2,Animal_Land_Solid_Large,-4,,,,,,,,,,,
,,encoding,image,35.28284283319954,36.29247783322353,9,2,Animal_Land_Solid_Large,-4,,,,,,,,,,,
,,encoding,value,36.292567583266646,42.302109541604295,9,2,Animal_Land_Solid_Large,-4,,,,,,,,,,,
,,encoding,attention,42.30220487492625,45.316078749950975,9,2,Animal_Land_Solid_Large,-4,-4,1,0.8772951667197049,,,,,,,,
,,encoding,fixation,45.31619562499691,46.82132079161238,10,2,Object_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,image,46.82140658318531,47.83075799990911,10,2,Object_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,value,47.830858458182774,53.84009591664653,10,2,Object_Sea_Pattern_Small,-9,,,,,,,,,,,
,,encoding,attention,53.84021237492561,56.853847833233885,10,2,Object_Sea_Pattern_Small,-9,-9,1,1.2911348333582282,,,,,,,,
,,encoding,fixation,56.85397225001361,58.35732304153498,11,2,Animal_Land_Pattern_Large,-1,,,,,,,,,,,
,,encoding,image,58.357441999949515,59.36610933323391,11,2,Animal_Land_Pattern_Large,-1,,,,,,,,,,,
,,encoding,value,59.366249666549265,65.37544404156506,11,2,Animal_Land_Pattern_Large,-1,,,,,,,,,,,
,,encoding,attention,65.37553883320652,68.38963374996092,11,2,Animal_Land_Pattern_Large,-1,-1,1,1.0194952915189788,,,,,,,,
,,encoding,fixation,68.38983783323783,69.89327291655354,12,2,Object_Land_Pattern_Large,8,,,,,,,,,,,
,,encoding,image,69.8933669582475,70.90520070819184,12,2,Object_Land_Pattern_Large,8,,,,,,,,,,,
,,encoding,value,70.9053069165675,76.91457104159053,12,2,Object_Land_Pattern_Large,8,,,,,,,,,,,
,,encoding,attention,76.9146725415485,79.92887304164469,12,2,Object_Land_Pattern_Large,8,+8,1,1.081590083311312,,,,,,,,
,,n-back,,,,31,2,,,,0,None,C,True,None,,,,,
,,n-back,,,,32,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,33,2,,,,0,None,C,True,None,,,,,
,,n-back,,,,34,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,35,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,36,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,37,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,38,2,,,,1,None,Z,False,None,,,,,
,,n-back,,,,39,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,40,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,41,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,42,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,43,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,44,2,,,,1,None,Z,False,None,,,,,
,,n-back,,,,45,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,46,2,,,,0,None,Z,True,None,,,,,
,,n-back,,,,47,2,,,,0,None,X,True,None,,,,,
,,n-back,,,,48,2,,,,1,0.8612085832282901,Z,True,1,,,,,
,,n-back,,,,49,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,50,2,,,,1,None,N,False,None,,,,,
,,n-back,,,,51,2,,,,1,1.212417958304286,V,True,1,,,,,
,,n-back,,,,52,2,,,,1,None,V,False,None,,,,,
,,n-back,,,,53,2,,,,1,None,B,False,None,,,,,
,,n-back,,,,54,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,55,2,,,,1,None,X,False,None,,,,,
,,n-back,,,,56,2,,,,1,None,C,False,None,,,,,
,,n-back,,,,57,2,,,,1,1.0585706667043269,X,True,1,,,,,
,,n-back,,,,58,2,,,,1,1.2382544166175649,C,True,1,,,,,
,,n-back,,,,59,2,,,,1,1.1735180000541732,X,True,1,,,,,
,,n-back,,,,60,2,,,,1,0.7732593333348632,C,True,1,,,,,
,,choice,fixation,163.6922812499106,165.19407816661987,9,2,,,,,,,,,Sea,,,,
,,choice,option,165.19931591663044,166.22557004156988,9,2,,,,,,,,,Sea,,,,
,,choice,choice,166.22567499999423,174.06462637498043,9,2,,,1,1,6.82990379165858,,,,Sea,,,,
,,choice,fixation,174.06474170822185,175.3182475832291,10,2,,,,,,,,,Large,,,,
,,choice,option,175.32386220816988,176.34868341661058,10,2,,,,,,,,,Large,,,,
,,choice,choice,176.34877895819955,208.41175108321477,10,2,,,1,1,31.0537340833107,,,,Large,,,,
,,choice,fixation,208.41192570817657,209.91372650000267,11,2,,,,,,,,,Animal,,,,
,,choice,option,209.9198659581598,210.94507658318616,11,2,,,,,,,,,Animal,,,,
,,choice,choice,210.94519179163035,239.818747666548,11,2,,,1,1,27.863988541648723,,,,Animal,,,,
,,choice,fixation,239.81886445824057,241.32211158319842,12,2,,,,,,,,,Land,,,,
,,choice,option,241.32757712493185,242.3512781666359,12,2,,,,,,,,,Land,,,,
,,choice,choice,242.35137199994642,249.31495587492827,12,2,,,1,1,5.954018875025213,,,,Land,,,,
,,choice,fixation,249.31507579155732,250.31863324996084,13,2,,,,,,,,,Pattern,,,,
,,choice,option,250.32471008319408,251.34964620822575,13,2,,,,,,,,,Pattern,,,,
,,choice,choice,251.34980120824184,262.09166999999434,13,2,,,2,1,9.730553166824393,,,,Pattern,,,,
,,choice,fixation,262.09177349996753,262.59495933318976,14,2,,,,,,,,,Solid,,,,
,,choice,option,262.6011653749738,263.6251160831889,14,2,,,,,,,,,Solid,,,,
,,choice,choice,263.62520833325107,268.94486216653604,14,2,,,1,1,4.312130666803569,,,,Solid,,,,
,,choice,fixation,268.9449881250039,269.69843979156576,15,2,,,,,,,,,Small,,,,
,,choice,option,269.70483608322684,270.7288547916105,15,2,,,,,,,,,Small,,,,
,,choice,choice,270.72904141654726,281.95184208324645,15,2,,,1,1,10.208125208271667,,,,Small,,,,
,,choice,fixation,281.95200095826294,282.95372791658156,16,2,,,,,,,,,Object,,,,
,,choice,option,282.95957874995656,283.9840464582667,16,2,,,,,,,,,Object,,,,
,,choice,choice,283.98414541664533,290.6200225416105,16,2,,,1,1,5.6195704999845475,,,,Object,,,,
,,memory,free_recall,306.6146537915338,327.94898258324247,6,2,,,,,,,,,,,,,
,,memory,value_recall,347.398618874955,350.0391439582454,7,2,Animal_Sea_Solid_Small,,,,2.636970708379522,,,,,9,,,
,,memory,value_recall,351.82908779161517,355.16722712491173,8,2,Animal_Land_Pattern_Large,,,,3.3345623333007097,,,,,-1,,,
,,memory,value_recall,356.4567059582332,361.8698392082006,9,2,Object_Sea_Pattern_Small,,,,5.409613416646607,,,,,-9,,,
,,memory,value_recall,363.16015220817644,365.02440604160074,10,2,Object_Land_Pattern_Large,,,,1.860858833300881,,,,,8,,,
,,memory,value_recall,366.82159020821564,369.5670424165437,11,2,Animal_Land_Solid_Large,,,,2.7416725833900273,,,,,-4,,,
,,memory,value_recall,370.60618291655555,372.6777161665959,12,2,Object_Sea_Solid_Small,,,,2.0694257916184142,,,,,9,,,
,,memory,spatial_recall,378.88237070816103,382.3999486665707,12,2,Animal_Land_Solid_Large,,,1,3.5155061666155234,,,,,,"[0, 380]","[0, 380]",
,,memory,spatial_recall,383.9716762499884,387.51335479156114,12,2,Animal_Sea_Solid_Small,,,1,3.538201166782528,,,,,,"[329, 189]","[329, 189]",
,,memory,spatial_recall,389.57973820820916,391.89310424996074,12,2,Object_Land_Pattern_Large,,,1,2.30991295829881,,,,,,"[-329, 190]","[-329, 190]",
,,memory,spatial_recall,393.4554633331718,395.28418612491805,12,2,Object_Sea_Solid_Small,,,1,1.8252742083277553,,,,,,"[0, -380]","[0, -380]",
,,memory,spatial_recall,396.6064909999259,398.2131718749879,12,2,Object_Sea_Pattern_Small,,,1,1.6032536249840632,,,,,,"[-329, -190]","[-329, -190]",
,,memory,spatial_recall,400.0280588750029,401.7637856665533,12,2,Animal_Land_Pattern_Large,,,1,1.7321117082610726,,,,,,"[329, -190]","[329, -190]",
,,encoding,fixation,4.912211333285086,6.165709208347835,13,3,Object_Land_Solid_Small,1,,,,,,,,,,,
,,encoding,image,6.165825041709468,7.174834833364002,13,3,Object_Land_Solid_Small,1,,,,,,,,,,,
,,encoding,value,7.174933249945752,13.184517416753806,13,3,Object_Land_Solid_Small,1,,,,,,,,,,,
,,encoding,attention,13.184628499904647,16.19995683338493,13,3,Object_Land_Solid_Small,1,+1,1,1.1792405417654663,,,,,,,,
,,encoding,fixation,16.20010562497191,17.203466999926604,14,3,Object_Sea_Solid_Large,-9,,,,,,,,,,,
,,encoding,image,17.20356729172636,18.212299249949865,14,3,Object_Sea_Solid_Large,-9,,,,,,,,,,,
,,encoding,value,18.212411999935284,24.221549458336085,14,3,Object_Sea_Solid_Large,-9,,,,,,,,,,,
,,encoding,attention,24.22163754166104,27.235503583331592,14,3,Object_Sea_Solid_Large,-9,-9,1,0.8982118749991059,,,,,,,,
,,encoding,fixation,27.235633249976672,27.988942249910906,15,3,Animal_Sea_Pattern_Large,9,,,,,,,,,,,
,,encoding,image,27.989053916651756,28.997261583339423,15,3,Animal_Sea_Pattern_Large,9,,,,,,,,,,,
,,encoding,value,28.997367666685022,35.00565829174593,15,3,Animal_Sea_Pattern_Large,9,,,,,,,,,,,
,,encoding,attention,35.0057543333387,38.01498574996367,15,3,Animal_Sea_Pattern_Large,9,None,None,None,,,,,,,,
,,encoding,fixation,38.01510612491984,38.51847529166844,16,3,Object_Sea_Pattern_Large,-1,,,,,,,,,,,
,,encoding,image,38.51857141673099,39.52682679169811,16,3,Object_Sea_Pattern_Large,-1,,,,,,,,,,,
,,encoding,value,39.52692341664806,45.53560908336658,16,3,Object_Sea_Pattern_Large,-1,,,,,,,,,,,
,,encoding,attention,45.53571299999021,48.55026199994609,16,3,Object_Sea_Pattern_Large,-1,-1,1,0.6216942500323057,,,,,,,,
,,encoding,fixation,48.55038858333137,49.05376833328046,17,3,Animal_Land_Solid_Small,4,,,,,,,,,,,
,,encoding,image,49.05386899993755,50.062089666724205,17,3,Animal_Land_Solid_Small,4,,,,,,,,,,,
,,encoding,value,50.06225133338012,56.071019958355464,17,3,Animal_Land_Solid_Small,4,,,,,,,,,,,
,,encoding,attention,56.071123958332464,59.085242999950424,17,3,Animal_Land_Solid_Small,4,+4,1,1.6627541249617934,,,,,,,,
,,encoding,fixation,59.085410958272405,59.83992679172661,18,3,Animal_Land_Pattern_Small,-7,,,,,,,,,,,
,,encoding,image,59.84001691674348,60.847974833333865,18,3,Animal_Land_Pattern_Small,-7,,,,,,,,,,,
,,encoding,value,60.8480743332766,66.85715974995401,18,3,Animal_Land_Pattern_Small,-7,,,,,,,,,,,
,,encoding,attention,66.8573090833379,69.87436141667422,18,3,Animal_Land_Pattern_Small,-7,-7,1,0.6793082499643788,,,,,,,,
,,n-back,,,,61,3,,,,0,None,Z,True,None,,,,,
,,n-back,,,,62,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,63,3,,,,1,0.6345047918148339,Z,True,1,,,,,
,,n-back,,,,64,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,65,3,,,,0,None,Z,True,None,,,,,
,,n-back,,,,66,3,,,,1,0.41553083329927176,C,True,1,,,,,
,,n-back,,,,67,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,68,3,,,,0,None,C,True,None,,,,,
,,n-back,,,,69,3,,,,1,None,B,False,None,,,,,
,,n-back,,,,70,3,,,,1,None,B,False,None,,,,,
,,n-back,,,,71,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,72,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,73,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,74,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,75,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,76,3,,,,1,0.42809662502259016,C,True,1,,,,,
,,n-back,,,,77,3,,,,1,1.1926915834192187,X,True,1,,,,,
,,n-back,,,,78,3,,,,1,None,N,False,None,,,,,
,,n-back,,,,79,3,,,,0,1.4082407916430384,C,False,1,,,,,
,,n-back,,,,80,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,81,3,,,,0,0.9939832082018256,N,False,1,,,,,
,,n-back,,,,82,3,,,,0,None,C,True,None,,,,,
,,n-back,,,,83,3,,,,1,None,B,False,None,,,,,
,,n-back,,,,84,3,,,,1,None,X,False,None,,,,,
,,n-back,,,,85,3,,,,1,None,C,False,None,,,,,
,,n-back,,,,86,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,87,3,,,,1,None,Z,False,None,,,,,
,,n-back,,,,88,3,,,,1,0.618426458328031,Z,True,1,,,,,
,,n-back,,,,89,3,,,,1,None,V,False,None,,,,,
,,n-back,,,,90,3,,,,0,None,Z,True,None,,,,,
,,choice,fixation,160.9155279167462,162.41775799996685,17,3,,,,,,,,,Small,,,,
,,choice,option,162.42351312492974,163.44926133332774,17,3,,,,,,,,,Small,,,,
,,choice,choice,163.4493701667525,182.68562020827085,17,3,,,2,1,18.227773000020534,,,,Small,,,,
,,choice,fixation,182.6857432499528,183.93905454175547,18,3,,,,,,,,,Object,,,,
,,choice,option,183.94524258328602,184.96989716670942,18,3,,,,,,,,,Object,,,,
,,choice,choice,184.96999691671226,196.0776988333091,18,3,,,2,1,10.098824666580185,,,,Object,,,,
,,choice,fixation,196.07780870830175,197.08115224994253,19,3,,,,,,,,,Large,,,,
,,choice,option,197.0867628332926,198.11117533338256,19,3,,,,,,,,,Large,,,,
,,choice,choice,198.11127524997573,208.56570937496144,19,3,,,1,0,9.446413166704588,,,,Large,,,,
,,choice,fixation,208.56582004169468,209.31912062491756,20,3,,,,,,,,,Animal,,,,
,,choice,option,209.3253046249738,210.35024279169738,20,3,,,,,,,,,Animal,,,,
,,choice,choice,210.35040100000333,221.87520508328453,20,3,,,1,1,10.509371333406307,,,,Animal,,,,
,,choice,fixation,221.87532150000334,222.37780266674235,21,3,,,,,,,,,Sea,,,,
,,choice,option,222.3832577499561,223.40782699990086,21,3,,,,,,,,,Sea,,,,
,,choice,choice,223.40792045835406,228.2032364999177,21,3,,,1,0,3.7879821667447686,,,,Sea,,,,
,,choice,fixation,228.20334120828193,229.45700916671194,22,3,,,,,,,,,Solid,,,,
,,choice,option,229.4629907082999,230.48717841668986,22,3,,,,,,,,,Solid,,,,
,,choice,choice,230.48735304165166,244.57978129165713,22,3,,,2,1,13.084158208221197,,,,Solid,,,,
,,choice,fixation,244.5798820416676,246.08323412493337,23,3,,,,,,,,,Land,,,,
,,choice,option,246.08869308338035,247.11279387492687,23,3,,,,,,,,,Land,,,,
,,choice,choice,247.11291691672523,253.61819591675885,23,3,,,2,1,5.497897749999538,,,,Land,,,,
,,choice,fixation,253.61829799995758,254.12193112494424,24,3,,,,,,,,,Pattern,,,,
,,choice,option,254.1278247917071,255.15159462497104,24,3,,,,,,,,,Pattern,,,,
,,choice,choice,255.15168924990576,263.64906533330213,24,3,,,1,1,7.488231458351947,,,,Pattern,,,,
,,memory,free_recall,284.7990726666758,298.6384822917171,12,3,,,,,,,,,,,,,
,,memory,value_recall,310.6051574999001,313.6554108749842,13,3,Animal_Sea_Pattern_Large,,,,3.0467754165874794,,,,,9,,,
,,memory,value_recall,315.694701124914,319.3300335833337,14,3,Animal_Land_Solid_Small,,,,3.631895083351992,,,,,4,,,
,,memory,value_recall,320.87126516667195,323.16076591669116,15,3,Object_Sea_Solid_Large,,,,2.285826125065796,,,,,-9,,,
,,memory,value_recall,324.44979095831513,326.6145048333565,16,3,Object_Land_Solid_Small,,,,2.1612057499587536,,,,,1,,,
,,memory,value_recall,327.9028213749407,332.6082762082806,17,3,Animal_Land_Pattern_Small,,,,4.702108958386816,,,,,-7,,,
,,memory,value_recall,334.3974788750056,336.6405698333401,18,3,Object_Sea_Pattern_Large,,,,2.2395622082985938,,,,,-1,,,
,,memory,spatial_recall,342.59023087495007,345.7185510833515,18,3,Animal_Land_Solid_Small,,,1,3.121636416646652,,,,,,"[-329, -190]","[-329, -190]",
,,memory,spatial_recall,347.7860770833213,349.36889887496363,18,3,Object_Land_Solid_Small,,,1,1.579093583393842,,,,,,"[0, -380]","[0, -380]",
,,memory,spatial_recall,350.6848420416936,353.26911200000905,18,3,Object_Sea_Solid_Large,,,1,2.580904958420433,,,,,,"[329, -190]","[329, -190]",
,,memory,spatial_recall,354.83237241674215,356.8689019999001,18,3,Animal_Sea_Pattern_Large,,,1,2.032967458362691,,,,,,"[329, 189]","[329, 189]",
,,memory,spatial_recall,358.9331503333524,361.10263974999543,18,3,Animal_Land_Pattern_Small,,,1,2.1660297500202432,,,,,,"[-329, 190]","[-329, 190]",
,,memory,spatial_recall,362.4160270417342,365.15209962497465,18,3,Object_Sea_Pattern_Large,,,1,2.732553750043735,,,,,,"[0, 380]","[0, 380]",
,,encoding,fixation,12.755625999998301,13.260524999932386,19,4,Object_Sea_Solid_Large,-4,,,,,,,,,,,
,,encoding,image,13.260684583336115,14.27117491653189,19,4,Object_Sea_Solid_Large,-4,,,,,,,,,,,
,,encoding,value,14.271306124981493,20.28110774990637,19,4,Object_Sea_Solid_Large,-4,,,,,,,,,,,
,,encoding,attention,20.281215458293445,23.295320583274588,19,4,Object_Sea_Solid_Large,-4,-4,1,0.9038280416280031,,,,,,,,
,,encoding,fixation,23.295486833318137,24.549060916528106,20,4,Object_Land_Pattern_Small,-2,,,,,,,,,,,
,,encoding,image,24.549157083267346,25.558155874954537,20,4,Object_Land_Pattern_Small,-2,,,,,,,,,,,
,,encoding,value,25.558315124944784,31.56784362497274,20,4,Object_Land_Pattern_Small,-2,,,,,,,,,,,
,,encoding,attention,31.567970958305523,34.58241408329923,20,4,Object_Land_Pattern_Small,-2,-2,1,0.5285088749369606,,,,,,,,
,,encoding,fixation,34.58254179160576,35.08613466657698,21,4,Animal_Land_Solid_Large,6,,,,,,,,,,,
